office,candidate,party,county,votes
President,Hagelin / Goldhaber,Nominated by Petition,Monona,6
President,Scattering,,Monona,5
President,Totals,,Monona,4560
President,Gore / Lieberman,Democratic,Monroe,1699
President,Bush / Cheney,Republican,Monroe,1858
President,Browne / Olivier,Libertarian Party of Iowa,Monroe,6
President,Nader / Laduke,Iowa Green Party,Monroe,54
President,Buchanan / Foster,Reform Party,Monroe,22
President,Harris / Trowe,Socialist Workers,Monroe,0
President,Phillips / Frazier,Constitution,Monroe,2
President,McReynolds / Hollis,Socialist Party USA,Monroe,0
President,Hagelin / Goldhaber,Nominated by Petition,Monroe,3
President,Scattering,,Monroe,3
President,Totals,,Monroe,3647
President,Gore / Lieberman,Democratic,Montgomery,1838
President,Bush / Cheney,Republican,Montgomery,3417
President,Browne / Olivier,Libertarian Party of Iowa,Montgomery,15
President,Nader / Laduke,Iowa Green Party,Montgomery,85
President,Buchanan / Foster,Reform Party,Montgomery,20
President,Harris / Trowe,Socialist Workers,Montgomery,0
President,Phillips / Frazier,Constitution,Montgomery,0
President,McReynolds / Hollis,Socialist Party USA,Montgomery,0
President,Hagelin / Goldhaber,Nominated by Petition,Montgomery,11
President,Scattering,,Montgomery,8
President,Totals,,Montgomery,5394
President,Gore / Lieberman,Democratic,Muscatine,8058
President,Bush / Cheney,Republican,Muscatine,7483
President,Browne / Olivier,Libertarian Party of Iowa,Muscatine,40
President,Nader / Laduke,Iowa Green Party,Muscatine,371
President,Buchanan / Foster,Reform Party,Muscatine,82
President,Harris / Trowe,Socialist Workers,Muscatine,5
President,Phillips / Frazier,Constitution,Muscatine,7
President,McReynolds / Hollis,Socialist Party USA,Muscatine,1
President,Hagelin / Goldhaber,Nominated by Petition,Muscatine,10
President,Scattering,,Muscatine,19
President,Totals,,Muscatine,16076
President,Gore / Lieberman,Democratic,O'Brien,2170
President,Bush / Cheney,Republican,O'Brien,4674
President,Browne / Olivier,Libertarian Party of Iowa,O'Brien,14
President,Nader / Laduke,Iowa Green Party,O'Brien,108
President,Buchanan / Foster,Reform Party,O'Brien,53
President,Harris / Trowe,Socialist Workers,O'Brien,5
President,Phillips / Frazier,Constitution,O'Brien,2
President,McReynolds / Hollis,Socialist Party USA,O'Brien,2
President,Hagelin / Goldhaber,Nominated by Petition,O'Brien,7
President,Scattering,,O'Brien,9
President,Totals,,O'Brien,7044
President,Gore / Lieberman,Democratic,Osceola,913
President,Bush / Cheney,Republican,Osceola,2064
President,Browne / Olivier,Libertarian Party of Iowa,Osceola,5
President,Nader / Laduke,Iowa Green Party,Osceola,56
President,Buchanan / Foster,Reform Party,Osceola,14
President,Harris / Trowe,Socialist Workers,Osceola,0
President,Phillips / Frazier,Constitution,Osceola,10
President,McReynolds / Hollis,Socialist Party USA,Osceola,0
President,Hagelin / Goldhaber,Nominated by Petition,Osceola,1
President,Scattering,,Osceola,0
President,Totals,,Osceola,3063
President,Gore / Lieberman,Democratic,Page,2293
President,Bush / Cheney,Republican,Page,4588
President,Browne / Olivier,Libertarian Party of Iowa,Page,11
President,Nader / Laduke,Iowa Green Party,Page,125
President,Buchanan / Foster,Reform Party,Page,21
President,Harris / Trowe,Socialist Workers,Page,0
President,Phillips / Frazier,Constitution,Page,1
President,McReynolds / Hollis,Socialist Party USA,Page,1
President,Hagelin / Goldhaber,Nominated by Petition,Page,11
President,Scattering,,Page,8
President,Totals,,Page,7059
President,Gore / Lieberman,Democratic,Palo Alto,2326
President,Bush / Cheney,Republican,Palo Alto,2341
President,Browne / Olivier,Libertarian Party of Iowa,Palo Alto,29
President,Nader / Laduke,Iowa Green Party,Palo Alto,81
President,Buchanan / Foster,Reform Party,Palo Alto,36
President,Harris / Trowe,Socialist Workers,Palo Alto,3
President,Phillips / Frazier,Constitution,Palo Alto,1
President,McReynolds / Hollis,Socialist Party USA,Palo Alto,0
President,Hagelin / Goldhaber,Nominated by Petition,Palo Alto,6
President,Scattering,,Palo Alto,0
President,Totals,,Palo Alto,4823
President,Gore / Lieberman,Democratic,Plymouth,3499
President,Bush / Cheney,Republican,Plymouth,6189
President,Browne / Olivier,Libertarian Party of Iowa,Plymouth,29
President,Nader / Laduke,Iowa Green Party,Plymouth,198
President,Buchanan / Foster,Reform Party,Plymouth,145
President,Harris / Trowe,Socialist Workers,Plymouth,7
President,Phillips / Frazier,Constitution,Plymouth,6
President,McReynolds / Hollis,Socialist Party USA,Plymouth,9
President,Hagelin / Goldhaber,Nominated by Petition,Plymouth,31
President,Scattering,,Plymouth,5
President,Totals,,Plymouth,10118
President,Gore / Lieberman,Democratic,Pocahontas,1736
President,Bush / Cheney,Republican,Pocahontas,2242
President,Browne / Olivier,Libertarian Party of Iowa,Pocahontas,23
President,Nader / Laduke,Iowa Green Party,Pocahontas,78
President,Buchanan / Foster,Reform Party,Pocahontas,48
President,Harris / Trowe,Socialist Workers,Pocahontas,0
President,Phillips / Frazier,Constitution,Pocahontas,2
President,McReynolds / Hollis,Socialist Party USA,Pocahontas,0
President,Hagelin / Goldhaber,Nominated by Petition,Pocahontas,5
President,Scattering,,Pocahontas,7
President,Totals,,Pocahontas,4141
President,Gore / Lieberman,Democratic,Polk,89715
President,Bush / Cheney,Republican,Polk,79927
President,Browne / Olivier,Libertarian Party of Iowa,Polk,403
President,Nader / Laduke,Iowa Green Party,Polk,3366
President,Buchanan / Foster,Reform Party,Polk,416
President,Harris / Trowe,Socialist Workers,Polk,22
President,Phillips / Frazier,Constitution,Polk,94
President,McReynolds / Hollis,Socialist Party USA,Polk,5
President,Hagelin / Goldhaber,Nominated by Petition,Polk,65
President,Scattering,,Polk,154
President,Totals,,Polk,174167
President,Gore / Lieberman,Democratic,Pottawattamie,14726
President,Bush / Cheney,Republican,Pottawattamie,18783
President,Browne / Olivier,Libertarian Party of Iowa,Pottawattamie,70
President,Nader / Laduke,Iowa Green Party,Pottawattamie,690
President,Buchanan / Foster,Reform Party,Pottawattamie,122
President,Harris / Trowe,Socialist Workers,Pottawattamie,4
President,Phillips / Frazier,Constitution,Pottawattamie,17
President,McReynolds / Hollis,Socialist Party USA,Pottawattamie,1
President,Hagelin / Goldhaber,Nominated by Petition,Pottawattamie,22
President,Scattering,,Pottawattamie,32
President,Totals,,Pottawattamie,34467
President,Gore / Lieberman,Democratic,Poweshiek,4222
President,Bush / Cheney,Republican,Poweshiek,4396
President,Browne / Olivier,Libertarian Party of Iowa,Poweshiek,20
President,Nader / Laduke,Iowa Green Party,Poweshiek,287
President,Buchanan / Foster,Reform Party,Poweshiek,34
President,Harris / Trowe,Socialist Workers,Poweshiek,0
President,Phillips / Frazier,Constitution,Poweshiek,4
President,McReynolds / Hollis,Socialist Party USA,Poweshiek,4
President,Hagelin / Goldhaber,Nominated by Petition,Poweshiek,5
President,Scattering,,Poweshiek,8
President,Totals,,Poweshiek,8980
President,Gore / Lieberman,Democratic,Ringgold,1246
President,Bush / Cheney,Republican,Ringgold,1369
President,Browne / Olivier,Libertarian Party of Iowa,Ringgold,5
President,Nader / Laduke,Iowa Green Party,Ringgold,47
President,Buchanan / Foster,Reform Party,Ringgold,10
President,Harris / Trowe,Socialist Workers,Ringgold,0
President,Phillips / Frazier,Constitution,Ringgold,1
President,McReynolds / Hollis,Socialist Party USA,Ringgold,2
President,Hagelin / Goldhaber,Nominated by Petition,Ringgold,5
President,Scattering,,Ringgold,7
President,Totals,,Ringgold,2692
President,Gore / Lieberman,Democratic,Sac,2099
President,Bush / Cheney,Republican,Sac,2776
President,Browne / Olivier,Libertarian Party of Iowa,Sac,7
President,Nader / Laduke,Iowa Green Party,Sac,97
President,Buchanan / Foster,Reform Party,Sac,46
President,Harris / Trowe,Socialist Workers,Sac,2
President,Phillips / Frazier,Constitution,Sac,1
President,McReynolds / Hollis,Socialist Party USA,Sac,0
President,Hagelin / Goldhaber,Nominated by Petition,Sac,5
President,Scattering,,Sac,0
President,Totals,,Sac,5033
President,Gore / Lieberman,Democratic,Scott,35857
President,Bush / Cheney,Republican,Scott,32801
President,Browne / Olivier,Libertarian Party of Iowa,Scott,153
President,Nader / Laduke,Iowa Green Party,Scott,1386
President,Buchanan / Foster,Reform Party,Scott,247
President,Harris / Trowe,Socialist Workers,Scott,7
President,Phillips / Frazier,Constitution,Scott,26
President,McReynolds / Hollis,Socialist Party USA,Scott,1
President,Hagelin / Goldhaber,Nominated by Petition,Scott,50
President,Scattering,,Scott,40
President,Totals,,Scott,70568
President,Gore / Lieberman,Democratic,Shelby,2179
President,Bush / Cheney,Republican,Shelby,3655
President,Browne / Olivier,Libertarian Party of Iowa,Shelby,7
President,Nader / Laduke,Iowa Green Party,Shelby,113
President,Buchanan / Foster,Reform Party,Shelby,36
President,Harris / Trowe,Socialist Workers,Shelby,2
President,Phillips / Frazier,Constitution,Shelby,3
President,McReynolds / Hollis,Socialist Party USA,Shelby,1
President,Hagelin / Goldhaber,Nominated by Petition,Shelby,7
President,Scattering,,Shelby,6
President,Totals,,Shelby,6009
President,Gore / Lieberman,Democratic,Sioux,2148
President,Bush / Cheney,Republican,Sioux,12241
President,Browne / Olivier,Libertarian Party of Iowa,Sioux,35
President,Nader / Laduke,Iowa Green Party,Sioux,156
President,Buchanan / Foster,Reform Party,Sioux,83
President,Harris / Trowe,Socialist Workers,Sioux,1
President,Phillips / Frazier,Constitution,Sioux,21
President,McReynolds / Hollis,Socialist Party USA,Sioux,1
President,Hagelin / Goldhaber,Nominated by Petition,Sioux,4
President,Scattering,,Sioux,2
President,Totals,,Sioux,14692
President,Gore / Lieberman,Democratic,Story,17478
President,Bush / Cheney,Republican,Story,16228
President,Browne / Olivier,Libertarian Party of Iowa,Story,139
President,Nader / Laduke,Iowa Green Party,Story,1317
President,Buchanan / Foster,Reform Party,Story,91
President,Harris / Trowe,Socialist Workers,Story,5
President,Phillips / Frazier,Constitution,Story,14
President,McReynolds / Hollis,Socialist Party USA,Story,3
President,Hagelin / Goldhaber,Nominated by Petition,Story,37
President,Scattering,,Story,52
President,Totals,,Story,35364
President,Gore / Lieberman,Democratic,Tama,4045
President,Bush / Cheney,Republican,Tama,4034
President,Browne / Olivier,Libertarian Party of Iowa,Tama,23
President,Nader / Laduke,Iowa Green Party,Tama,160
President,Buchanan / Foster,Reform Party,Tama,32
President,Harris / Trowe,Socialist Workers,Tama,0
President,Phillips / Frazier,Constitution,Tama,1
President,McReynolds / Hollis,Socialist Party USA,Tama,0
President,Hagelin / Goldhaber,Nominated by Petition,Tama,8
President,Scattering,,Tama,12
President,Totals,,Tama,8315
President,Gore / Lieberman,Democratic,Taylor,1247
President,Bush / Cheney,Republican,Taylor,1770
President,Browne / Olivier,Libertarian Party of Iowa,Taylor,5
President,Nader / Laduke,Iowa Green Party,Taylor,46
President,Buchanan / Foster,Reform Party,Taylor,13
President,Harris / Trowe,Socialist Workers,Taylor,0
President,Phillips / Frazier,Constitution,Taylor,2
President,McReynolds / Hollis,Socialist Party USA,Taylor,1
President,Hagelin / Goldhaber,Nominated by Petition,Taylor,10
President,Scattering,,Taylor,2
President,Totals,,Taylor,3096
President,Gore / Lieberman,Democratic,Union,2540
President,Bush / Cheney,Republican,Union,3003
President,Browne / Olivier,Libertarian Party of Iowa,Union,8
President,Nader / Laduke,Iowa Green Party,Union,108
President,Buchanan / Foster,Reform Party,Union,45
President,Harris / Trowe,Socialist Workers,Union,5
President,Phillips / Frazier,Constitution,Union,8
President,McReynolds / Hollis,Socialist Party USA,Union,2
President,Hagelin / Goldhaber,Nominated by Petition,Union,17
President,Scattering,,Union,4
President,Totals,,Union,5740
President,Gore / Lieberman,Democratic,Van Buren,1440
President,Bush / Cheney,Republican,Van Buren,2016
President,Browne / Olivier,Libertarian Party of Iowa,Van Buren,5
President,Nader / Laduke,Iowa Green Party,Van Buren,51
President,Buchanan / Foster,Reform Party,Van Buren,35
President,Harris / Trowe,Socialist Workers,Van Buren,1
President,Phillips / Frazier,Constitution,Van Buren,4
President,McReynolds / Hollis,Socialist Party USA,Van Buren,0
President,Hagelin / Goldhaber,Nominated by Petition,Van Buren,6
President,Scattering,,Van Buren,3
President,Totals,,Van Buren,3561
President,Gore / Lieberman,Democratic,Wapello,8355
President,Bush / Cheney,Republican,Wapello,6313
President,Browne / Olivier,Libertarian Party of Iowa,Wapello,47
President,Nader / Laduke,Iowa Green Party,Wapello,317
President,Buchanan / Foster,Reform Party,Wapello,62
President,Harris / Trowe,Socialist Workers,Wapello,1
President,Phillips / Frazier,Constitution,Wapello,9
President,McReynolds / Hollis,Socialist Party USA,Wapello,2
President,Hagelin / Goldhaber,Nominated by Petition,Wapello,20
President,Scattering,,Wapello,13
President,Totals,,Wapello,15139
President,Gore / Lieberman,Democratic,Warren,9521
President,Bush / Cheney,Republican,Warren,9621
President,Browne / Olivier,Libertarian Party of Iowa,Warren,38
President,Nader / Laduke,Iowa Green Party,Warren,371
President,Buchanan / Foster,Reform Party,Warren,54
President,Harris / Trowe,Socialist Workers,Warren,3
President,Phillips / Frazier,Constitution,Warren,22
President,McReynolds / Hollis,Socialist Party USA,Warren,0
President,Hagelin / Goldhaber,Nominated by Petition,Warren,10
President,Scattering,,Warren,13
President,Totals,,Warren,19653
President,Gore / Lieberman,Democratic,Washington,3932
President,Bush / Cheney,Republican,Washington,4827
President,Browne / Olivier,Libertarian Party of Iowa,Washington,26
President,Nader / Laduke,Iowa Green Party,Washington,245
President,Buchanan / Foster,Reform Party,Washington,41
President,Harris / Trowe,Socialist Workers,Washington,1
President,Phillips / Frazier,Constitution,Washington,7
President,McReynolds / Hollis,Socialist Party USA,Washington,0
President,Hagelin / Goldhaber,Nominated by Petition,Washington,11
President,Scattering,,Washington,4
President,Totals,,Washington,9094
President,Gore / Lieberman,Democratic,Wayne,1300
President,Bush / Cheney,Republican,Wayne,1666
President,Browne / Olivier,Libertarian Party of Iowa,Wayne,5
President,Nader / Laduke,Iowa Green Party,Wayne,31
President,Buchanan / Foster,Reform Party,Wayne,13
President,Harris / Trowe,Socialist Workers,Wayne,1
President,Phillips / Frazier,Constitution,Wayne,3
President,McReynolds / Hollis,Socialist Party USA,Wayne,0
President,Hagelin / Goldhaber,Nominated by Petition,Wayne,1
President,Scattering,,Wayne,1
President,Totals,,Wayne,3021
President,Gore / Lieberman,Democratic,Webster,8479
President,Bush / Cheney,Republican,Webster,8172
President,Browne / Olivier,Libertarian Party of Iowa,Webster,18
President,Nader / Laduke,Iowa Green Party,Webster,282
President,Buchanan / Foster,Reform Party,Webster,68
President,Harris / Trowe,Socialist Workers,Webster,2
President,Phillips / Frazier,Constitution,Webster,8
President,McReynolds / Hollis,Socialist Party USA,Webster,0
President,Hagelin / Goldhaber,Nominated by Petition,Webster,10
President,Scattering,,Webster,9
President,Totals,,Webster,17048
President,Gore / Lieberman,Democratic,Winnebago,2691
President,Bush / Cheney,Republican,Winnebago,2662
President,Browne / Olivier,Libertarian Party of Iowa,Winnebago,17
President,Nader / Laduke,Iowa Green Party,Winnebago,115
President,Buchanan / Foster,Reform Party,Winnebago,27
President,Harris / Trowe,Socialist Workers,Winnebago,2
President,Phillips / Frazier,Constitution,Winnebago,1
President,McReynolds / Hollis,Socialist Party USA,Winnebago,1
President,Hagelin / Goldhaber,Nominated by Petition,Winnebago,5
President,Scattering,,Winnebago,6
President,Totals,,Winnebago,5527
President,Gore / Lieberman,Democratic,Winneshiek,4339
President,Bush / Cheney,Republican,Winneshiek,4647
President,Browne / Olivier,Libertarian Party of Iowa,Winneshiek,12
President,Nader / Laduke,Iowa Green Party,Winneshiek,343
President,Buchanan / Foster,Reform Party,Winneshiek,42
President,Harris / Trowe,Socialist Workers,Winneshiek,1
President,Phillips / Frazier,Constitution,Winneshiek,3
President,McReynolds / Hollis,Socialist Party USA,Winneshiek,1
President,Hagelin / Goldhaber,Nominated by Petition,Winneshiek,18
President,Scattering,,Winneshiek,11
President,Totals,,Winneshiek,9417
President,Gore / Lieberman,Democratic,Woodbury,17691
President,Bush / Cheney,Republican,Woodbury,18864
President,Browne / Olivier,Libertarian Party of Iowa,Woodbury,76
President,Nader / Laduke,Iowa Green Party,Woodbury,804
President,Buchanan / Foster,Reform Party,Woodbury,406
President,Harris / Trowe,Socialist Workers,Woodbury,4
President,Phillips / Frazier,Constitution,Woodbury,19
President,McReynolds / Hollis,Socialist Party USA,Woodbury,2
President,Hagelin / Goldhaber,Nominated by Petition,Woodbury,7
President,Scattering,,Woodbury,23
President,Totals,,Woodbury,37896
President,Gore / Lieberman,Democratic,Worth,2208
President,Bush / Cheney,Republican,Worth,1659
President,Browne / Olivier,Libertarian Party of Iowa,Worth,9
President,Nader / Laduke,Iowa Green Party,Worth,91
President,Buchanan / Foster,Reform Party,Worth,18
President,Harris / Trowe,Socialist Workers,Worth,0
President,Phillips / Frazier,Constitution,Worth,0
President,McReynolds / Hollis,Socialist Party USA,Worth,0
President,Hagelin / Goldhaber,Nominated by Petition,Worth,10
President,Scattering,,Worth,9
President,Totals,,Worth,4004
President,Gore / Lieberman,Democratic,Wright,2796
President,Bush / Cheney,Republican,Wright,3384
President,Browne / Olivier,Libertarian Party of Iowa,Wright,9
President,Nader / Laduke,Iowa Green Party,Wright,107
President,Buchanan / Foster,Reform Party,Wright,21
President,Harris / Trowe,Socialist Workers,Wright,3
President,Phillips / Frazier,Constitution,Wright,3
President,McReynolds / Hollis,Socialist Party USA,Wright,1
President,Hagelin / Goldhaber,Nominated by Petition,Wright,9
President,Scattering,,Wright,3
President,Totals,,Wright,6336
President,Gore / Lieberman,Democratic,Totals,638517
President,Bush / Cheney,Republican,Totals,634373
President,Browne / Olivier,Libertarian Party of Iowa,Totals,3209
President,Nader / Laduke,Iowa Green Party,Totals,29374
President,Buchanan / Foster,Reform Party,Totals,5731
President,Harris / Trowe,Socialist Workers,Totals,190
President,Phillips / Frazier,Constitution,Totals,613
President,McReynolds / Hollis,Socialist Party USA,Totals,107
President,Hagelin / Goldhaber,Nominated by Petition,Totals,2281
President,Scattering,,Totals,1168
President,Totals,,Totals,1315563
