office,district,candidate,party,reporting_level,jurisdiction,vote_type,votes
President/Vice President,,Jill Stein,Iowa Green Party,county,Marion,,30
President/Vice President,,Virgil Goode,Constitution,county,Marion,,43
President/Vice President,,Barack Obama,Democratic,county,Marion,,7507
President/Vice President,,Mitt Romney,Republican,county,Marion,,9828
President/Vice President,,Total,,county,Marshall,,19192
President/Vice President,,Over Votes,,county,Marshall,,58
President/Vice President,,Under Votes,,county,Marshall,,70
President/Vice President,,Write-In,,county,Marshall,,100
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Marshall,,22
President/Vice President,,James Harris,Socialist Workers Party,county,Marshall,,4
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Marshall,,6
President/Vice President,,Gary Johnson,Libertarian,county,Marshall,,116
President/Vice President,,Jill Stein,Iowa Green Party,county,Marshall,,31
President/Vice President,,Virgil Goode,Constitution,county,Marshall,,56
President/Vice President,,Barack Obama,Democratic,county,Marshall,,10257
President/Vice President,,Mitt Romney,Republican,county,Marshall,,8472
President/Vice President,,Total,,county,Mills,,7245
President/Vice President,,Over Votes,,county,Mills,,0
President/Vice President,,Under Votes,,county,Mills,,33
President/Vice President,,Write-In,,county,Mills,,32
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Mills,,6
President/Vice President,,James Harris,Socialist Workers Party,county,Mills,,2
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Mills,,7
President/Vice President,,Gary Johnson,Libertarian,county,Mills,,68
President/Vice President,,Jill Stein,Iowa Green Party,county,Mills,,19
President/Vice President,,Virgil Goode,Constitution,county,Mills,,14
President/Vice President,,Barack Obama,Democratic,county,Mills,,2848
President/Vice President,,Mitt Romney,Republican,county,Mills,,4216
President/Vice President,,Total,,county,Mitchell,,5636
President/Vice President,,Over Votes,,county,Mitchell,,4
President/Vice President,,Under Votes,,county,Mitchell,,46
President/Vice President,,Write-In,,county,Mitchell,,40
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Mitchell,,6
President/Vice President,,James Harris,Socialist Workers Party,county,Mitchell,,2
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Mitchell,,2
President/Vice President,,Gary Johnson,Libertarian,county,Mitchell,,40
President/Vice President,,Jill Stein,Iowa Green Party,county,Mitchell,,17
President/Vice President,,Virgil Goode,Constitution,county,Mitchell,,5
President/Vice President,,Barack Obama,Democratic,county,Mitchell,,2831
President/Vice President,,Mitt Romney,Republican,county,Mitchell,,2643
President/Vice President,,Total,,county,Monona,,4779
President/Vice President,,Over Votes,,county,Monona,,1
President/Vice President,,Under Votes,,county,Monona,,36
President/Vice President,,Write-In,,county,Monona,,29
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Monona,,3
President/Vice President,,James Harris,Socialist Workers Party,county,Monona,,1
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Monona,,3
President/Vice President,,Gary Johnson,Libertarian,county,Monona,,29
President/Vice President,,Jill Stein,Iowa Green Party,county,Monona,,10
President/Vice President,,Virgil Goode,Constitution,county,Monona,,9
President/Vice President,,Barack Obama,Democratic,county,Monona,,2101
President/Vice President,,Mitt Romney,Republican,county,Monona,,2557
President/Vice President,,Total,,county,Monroe,,3863
President/Vice President,,Over Votes,,county,Monroe,,6
President/Vice President,,Under Votes,,county,Monroe,,27
President/Vice President,,Write-In,,county,Monroe,,21
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Monroe,,4
President/Vice President,,James Harris,Socialist Workers Party,county,Monroe,,2
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Monroe,,2
President/Vice President,,Gary Johnson,Libertarian,county,Monroe,,22
President/Vice President,,Jill Stein,Iowa Green Party,county,Monroe,,5
President/Vice President,,Virgil Goode,Constitution,county,Monroe,,17
President/Vice President,,Barack Obama,Democratic,county,Monroe,,1731
President/Vice President,,Mitt Romney,Republican,county,Monroe,,2026
President/Vice President,,Total,,county,Montgomery,,5058
President/Vice President,,Over Votes,,county,Montgomery,,4
President/Vice President,,Under Votes,,county,Montgomery,,29
President/Vice President,,Write-In,,county,Montgomery,,20
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Montgomery,,8
President/Vice President,,James Harris,Socialist Workers Party,county,Montgomery,,2
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Montgomery,,1
President/Vice President,,Gary Johnson,Libertarian,county,Montgomery,,42
President/Vice President,,Jill Stein,Iowa Green Party,county,Montgomery,,18
President/Vice President,,Virgil Goode,Constitution,county,Montgomery,,11
President/Vice President,,Barack Obama,Democratic,county,Montgomery,,1922
President/Vice President,,Mitt Romney,Republican,county,Montgomery,,3001
President/Vice President,,Total,,county,Muscatine,,19936
President/Vice President,,Over Votes,,county,Muscatine,,30
President/Vice President,,Under Votes,,county,Muscatine,,41
President/Vice President,,Write-In,,county,Muscatine,,87
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Muscatine,,11
President/Vice President,,James Harris,Socialist Workers Party,county,Muscatine,,6
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Muscatine,,3
President/Vice President,,Gary Johnson,Libertarian,county,Muscatine,,177
President/Vice President,,Jill Stein,Iowa Green Party,county,Muscatine,,48
President/Vice President,,Virgil Goode,Constitution,county,Muscatine,,42
President/Vice President,,Barack Obama,Democratic,county,Muscatine,,11323
President/Vice President,,Mitt Romney,Republican,county,Muscatine,,8168
President/Vice President,,Total,,county,Osceola,,3218
President/Vice President,,Over Votes,,county,Osceola,,0
President/Vice President,,Under Votes,,county,Osceola,,24
President/Vice President,,Write-In,,county,Osceola,,7
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Osceola,,3
President/Vice President,,James Harris,Socialist Workers Party,county,Osceola,,4
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Osceola,,1
President/Vice President,,Gary Johnson,Libertarian,county,Osceola,,16
President/Vice President,,Jill Stein,Iowa Green Party,county,Osceola,,9
President/Vice President,,Virgil Goode,Constitution,county,Osceola,,12
President/Vice President,,Barack Obama,Democratic,county,Osceola,,912
President/Vice President,,Mitt Romney,Republican,county,Osceola,,2230
President/Vice President,,Total,,county,O'Brien,,7367
President/Vice President,,Over Votes,,county,O'Brien,,3
President/Vice President,,Under Votes,,county,O'Brien,,23
President/Vice President,,Write-In,,county,O'Brien,,34
President/Vice President,,Jerry Litzel,Nominated by Petition,county,O'Brien,,2
President/Vice President,,James Harris,Socialist Workers Party,county,O'Brien,,6
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,O'Brien,,3
President/Vice President,,Gary Johnson,Libertarian,county,O'Brien,,33
President/Vice President,,Jill Stein,Iowa Green Party,county,O'Brien,,10
President/Vice President,,Virgil Goode,Constitution,county,O'Brien,,18
President/Vice President,,Barack Obama,Democratic,county,O'Brien,,1969
President/Vice President,,Mitt Romney,Republican,county,O'Brien,,5266
President/Vice President,,Total,,county,Palo Alto,,4929
President/Vice President,,Over Votes,,county,Palo Alto,,3
President/Vice President,,Under Votes,,county,Palo Alto,,39
President/Vice President,,Write-In,,county,Palo Alto,,18
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Palo Alto,,3
President/Vice President,,James Harris,Socialist Workers Party,county,Palo Alto,,5
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Palo Alto,,5
President/Vice President,,Gary Johnson,Libertarian,county,Palo Alto,,28
President/Vice President,,Jill Stein,Iowa Green Party,county,Palo Alto,,17
President/Vice President,,Virgil Goode,Constitution,county,Palo Alto,,12
President/Vice President,,Barack Obama,Democratic,county,Palo Alto,,2139
President/Vice President,,Mitt Romney,Republican,county,Palo Alto,,2660
President/Vice President,,Total,,county,Plymouth,,12999
President/Vice President,,Over Votes,,county,Plymouth,,13
President/Vice President,,Under Votes,,county,Plymouth,,36
President/Vice President,,Write-In,,county,Plymouth,,45
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Plymouth,,4
President/Vice President,,James Harris,Socialist Workers Party,county,Plymouth,,7
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Plymouth,,1
President/Vice President,,Gary Johnson,Libertarian,county,Plymouth,,89
President/Vice President,,Jill Stein,Iowa Green Party,county,Plymouth,,29
President/Vice President,,Virgil Goode,Constitution,county,Plymouth,,14
President/Vice President,,Barack Obama,Democratic,county,Plymouth,,4164
President/Vice President,,Mitt Romney,Republican,county,Plymouth,,8597
President/Vice President,,Total,,county,Pocahontas,,4069
President/Vice President,,Over Votes,,county,Pocahontas,,6
President/Vice President,,Under Votes,,county,Pocahontas,,31
President/Vice President,,Write-In,,county,Pocahontas,,26
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Pocahontas,,9
President/Vice President,,James Harris,Socialist Workers Party,county,Pocahontas,,2
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Pocahontas,,2
President/Vice President,,Gary Johnson,Libertarian,county,Pocahontas,,47
President/Vice President,,Jill Stein,Iowa Green Party,county,Pocahontas,,16
President/Vice President,,Virgil Goode,Constitution,county,Pocahontas,,11
President/Vice President,,Barack Obama,Democratic,county,Pocahontas,,1523
President/Vice President,,Mitt Romney,Republican,county,Pocahontas,,2396
President/Vice President,,Total,,county,Polk,,230056
President/Vice President,,Over Votes,,county,Polk,,692
President/Vice President,,Under Votes,,county,Polk,,482
President/Vice President,,Write-In,,county,Polk,,1046
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Polk,,132
President/Vice President,,James Harris,Socialist Workers Party,county,Polk,,57
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Polk,,38
President/Vice President,,Gary Johnson,Libertarian,county,Polk,,2183
President/Vice President,,Jill Stein,Iowa Green Party,county,Polk,,479
President/Vice President,,Virgil Goode,Constitution,county,Polk,,386
President/Vice President,,Barack Obama,Democratic,county,Polk,,128465
President/Vice President,,Mitt Romney,Republican,county,Polk,,96096
President/Vice President,,Total,,county,Pottawattamie,,42473
President/Vice President,,Over Votes,,county,Pottawattamie,,45
President/Vice President,,Under Votes,,county,Pottawattamie,,127
President/Vice President,,Write-In,,county,Pottawattamie,,212
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Pottawattamie,,27
President/Vice President,,James Harris,Socialist Workers Party,county,Pottawattamie,,6
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Pottawattamie,,13
President/Vice President,,Gary Johnson,Libertarian,county,Pottawattamie,,328
President/Vice President,,Jill Stein,Iowa Green Party,county,Pottawattamie,,122
President/Vice President,,Virgil Goode,Constitution,county,Pottawattamie,,89
President/Vice President,,Barack Obama,Democratic,county,Pottawattamie,,19644
President/Vice President,,Mitt Romney,Republican,county,Pottawattamie,,21860
President/Vice President,,Total,,county,Poweshiek,,10035
President/Vice President,,Over Votes,,county,Poweshiek,,11
President/Vice President,,Under Votes,,county,Poweshiek,,49
President/Vice President,,Write-In,,county,Poweshiek,,49
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Poweshiek,,7
President/Vice President,,James Harris,Socialist Workers Party,county,Poweshiek,,2
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Poweshiek,,2
President/Vice President,,Gary Johnson,Libertarian,county,Poweshiek,,79
President/Vice President,,Jill Stein,Iowa Green Party,county,Poweshiek,,31
President/Vice President,,Virgil Goode,Constitution,county,Poweshiek,,24
President/Vice President,,Barack Obama,Democratic,county,Poweshiek,,5357
President/Vice President,,Mitt Romney,Republican,county,Poweshiek,,4424
President/Vice President,,Total,,county,Ringgold,,2619
President/Vice President,,Over Votes,,county,Ringgold,,1
President/Vice President,,Under Votes,,county,Ringgold,,19
President/Vice President,,Write-In,,county,Ringgold,,13
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Ringgold,,2
President/Vice President,,James Harris,Socialist Workers Party,county,Ringgold,,2
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Ringgold,,2
President/Vice President,,Gary Johnson,Libertarian,county,Ringgold,,12
President/Vice President,,Jill Stein,Iowa Green Party,county,Ringgold,,6
President/Vice President,,Virgil Goode,Constitution,county,Ringgold,,8
President/Vice President,,Barack Obama,Democratic,county,Ringgold,,1186
President/Vice President,,Mitt Romney,Republican,county,Ringgold,,1368
President/Vice President,,Total,,county,Sac,,5322
President/Vice President,,Over Votes,,county,Sac,,7
President/Vice President,,Under Votes,,county,Sac,,24
President/Vice President,,Write-In,,county,Sac,,22
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Sac,,0
President/Vice President,,James Harris,Socialist Workers Party,county,Sac,,1
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Sac,,1
President/Vice President,,Gary Johnson,Libertarian,county,Sac,,26
President/Vice President,,Jill Stein,Iowa Green Party,county,Sac,,12
President/Vice President,,Virgil Goode,Constitution,county,Sac,,13
President/Vice President,,Barack Obama,Democratic,county,Sac,,2122
President/Vice President,,Mitt Romney,Republican,county,Sac,,3094
President/Vice President,,Total,,county,Scott,,90503
President/Vice President,,Over Votes,,county,Scott,,88
President/Vice President,,Under Votes,,county,Scott,,152
President/Vice President,,Write-In,,county,Scott,,336
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Scott,,27
President/Vice President,,James Harris,Socialist Workers Party,county,Scott,,4
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Scott,,28
President/Vice President,,Gary Johnson,Libertarian,county,Scott,,702
President/Vice President,,Jill Stein,Iowa Green Party,county,Scott,,165
President/Vice President,,Virgil Goode,Constitution,county,Scott,,98
President/Vice President,,Barack Obama,Democratic,county,Scott,,50652
President/Vice President,,Mitt Romney,Republican,county,Scott,,38251
President/Vice President,,Total,,county,Shelby,,6548
President/Vice President,,Over Votes,,county,Shelby,,13
President/Vice President,,Under Votes,,county,Shelby,,52
President/Vice President,,Write-In,,county,Shelby,,18
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Shelby,,1
President/Vice President,,James Harris,Socialist Workers Party,county,Shelby,,2
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Shelby,,3
President/Vice President,,Gary Johnson,Libertarian,county,Shelby,,56
President/Vice President,,Jill Stein,Iowa Green Party,county,Shelby,,12
President/Vice President,,Virgil Goode,Constitution,county,Shelby,,11
President/Vice President,,Barack Obama,Democratic,county,Shelby,,2469
President/Vice President,,Mitt Romney,Republican,county,Shelby,,3911
President/Vice President,,Total,,county,Sioux,,17354
President/Vice President,,Over Votes,,county,Sioux,,10
President/Vice President,,Under Votes,,county,Sioux,,36
President/Vice President,,Write-In,,county,Sioux,,63
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Sioux,,1
President/Vice President,,James Harris,Socialist Workers Party,county,Sioux,,1
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Sioux,,1
President/Vice President,,Gary Johnson,Libertarian,county,Sioux,,76
President/Vice President,,Jill Stein,Iowa Green Party,county,Sioux,,14
President/Vice President,,Virgil Goode,Constitution,county,Sioux,,45
President/Vice President,,Barack Obama,Democratic,county,Sioux,,2700
President/Vice President,,Mitt Romney,Republican,county,Sioux,,14407
President/Vice President,,Total,,county,Tama,,9067
President/Vice President,,Over Votes,,county,Tama,,10
President/Vice President,,Under Votes,,county,Tama,,40
President/Vice President,,Write-In,,county,Tama,,51
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Tama,,9
President/Vice President,,James Harris,Socialist Workers Party,county,Tama,,2
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Tama,,2
President/Vice President,,Gary Johnson,Libertarian,county,Tama,,45
President/Vice President,,Jill Stein,Iowa Green Party,county,Tama,,19
President/Vice President,,Virgil Goode,Constitution,county,Tama,,23
President/Vice President,,Barack Obama,Democratic,county,Tama,,4768
President/Vice President,,Mitt Romney,Republican,county,Tama,,4098
President/Vice President,,Total,,county,Taylor,,3019
President/Vice President,,Over Votes,,county,Taylor,,3
President/Vice President,,Under Votes,,county,Taylor,,21
President/Vice President,,Write-In,,county,Taylor,,13
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Taylor,,2
President/Vice President,,James Harris,Socialist Workers Party,county,Taylor,,2
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Taylor,,0
President/Vice President,,Gary Johnson,Libertarian,county,Taylor,,19
President/Vice President,,Jill Stein,Iowa Green Party,county,Taylor,,4
President/Vice President,,Virgil Goode,Constitution,county,Taylor,,10
President/Vice President,,Barack Obama,Democratic,county,Taylor,,1262
President/Vice President,,Mitt Romney,Republican,county,Taylor,,1683
President/Vice President,,Total,,county,Union,,5982
President/Vice President,,Over Votes,,county,Union,,0
President/Vice President,,Under Votes,,county,Union,,25
President/Vice President,,Write-In,,county,Union,,30
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Union,,5
President/Vice President,,James Harris,Socialist Workers Party,county,Union,,5
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Union,,1
President/Vice President,,Gary Johnson,Libertarian,county,Union,,37
President/Vice President,,Jill Stein,Iowa Green Party,county,Union,,10
President/Vice President,,Virgil Goode,Constitution,county,Union,,13
President/Vice President,,Barack Obama,Democratic,county,Union,,3043
President/Vice President,,Mitt Romney,Republican,county,Union,,2813
President/Vice President,,Total,,county,Van Buren,,3599
President/Vice President,,Over Votes,,county,Van Buren,,5
President/Vice President,,Under Votes,,county,Van Buren,,25
President/Vice President,,Write-In,,county,Van Buren,,19
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Van Buren,,8
President/Vice President,,James Harris,Socialist Workers Party,county,Van Buren,,0
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Van Buren,,0
President/Vice President,,Gary Johnson,Libertarian,county,Van Buren,,35
President/Vice President,,Jill Stein,Iowa Green Party,county,Van Buren,,19
President/Vice President,,Virgil Goode,Constitution,county,Van Buren,,22
President/Vice President,,Barack Obama,Democratic,county,Van Buren,,1402
President/Vice President,,Mitt Romney,Republican,county,Van Buren,,2064
President/Vice President,,Total,,county,Wapello,,15837
President/Vice President,,Over Votes,,county,Wapello,,27
President/Vice President,,Under Votes,,county,Wapello,,40
President/Vice President,,Write-In,,county,Wapello,,81
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Wapello,,10
President/Vice President,,James Harris,Socialist Workers Party,county,Wapello,,5
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Wapello,,5
President/Vice President,,Gary Johnson,Libertarian,county,Wapello,,110
President/Vice President,,Jill Stein,Iowa Green Party,county,Wapello,,38
President/Vice President,,Virgil Goode,Constitution,county,Wapello,,69
President/Vice President,,Barack Obama,Democratic,county,Wapello,,8663
President/Vice President,,Mitt Romney,Republican,county,Wapello,,6789
President/Vice President,,Total,,county,Warren,,26184
President/Vice President,,Over Votes,,county,Warren,,28
President/Vice President,,Under Votes,,county,Warren,,84
President/Vice President,,Write-In,,county,Warren,,145
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Warren,,22
President/Vice President,,James Harris,Socialist Workers Party,county,Warren,,8
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Warren,,6
President/Vice President,,Gary Johnson,Libertarian,county,Warren,,188
President/Vice President,,Jill Stein,Iowa Green Party,county,Warren,,49
President/Vice President,,Virgil Goode,Constitution,county,Warren,,51
President/Vice President,,Barack Obama,Democratic,county,Warren,,12551
President/Vice President,,Mitt Romney,Republican,county,Warren,,13052
President/Vice President,,Total,,county,Washington,,11072
President/Vice President,,Over Votes,,county,Washington,,40
President/Vice President,,Under Votes,,county,Washington,,28
President/Vice President,,Write-In,,county,Washington,,66
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Washington,,12
President/Vice President,,James Harris,Socialist Workers Party,county,Washington,,5
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Washington,,1
President/Vice President,,Gary Johnson,Libertarian,county,Washington,,103
President/Vice President,,Jill Stein,Iowa Green Party,county,Washington,,115
President/Vice President,,Virgil Goode,Constitution,county,Washington,,25
President/Vice President,,Barack Obama,Democratic,county,Washington,,5115
President/Vice President,,Mitt Romney,Republican,county,Washington,,5562
President/Vice President,,Total,,county,Wayne,,2915
President/Vice President,,Over Votes,,county,Wayne,,0
President/Vice President,,Under Votes,,county,Wayne,,15
President/Vice President,,Write-In,,county,Wayne,,14
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Wayne,,6
President/Vice President,,James Harris,Socialist Workers Party,county,Wayne,,2
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Wayne,,2
President/Vice President,,Gary Johnson,Libertarian,county,Wayne,,21
President/Vice President,,Jill Stein,Iowa Green Party,county,Wayne,,8
President/Vice President,,Virgil Goode,Constitution,county,Wayne,,13
President/Vice President,,Barack Obama,Democratic,county,Wayne,,1251
President/Vice President,,Mitt Romney,Republican,county,Wayne,,1583
President/Vice President,,Total,,county,Webster,,18393
President/Vice President,,Over Votes,,county,Webster,,26
President/Vice President,,Under Votes,,county,Webster,,75
President/Vice President,,Write-In,,county,Webster,,78
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Webster,,20
President/Vice President,,James Harris,Socialist Workers Party,county,Webster,,4
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Webster,,5
President/Vice President,,Gary Johnson,Libertarian,county,Webster,,92
President/Vice President,,Jill Stein,Iowa Green Party,county,Webster,,43
President/Vice President,,Virgil Goode,Constitution,county,Webster,,44
President/Vice President,,Barack Obama,Democratic,county,Webster,,9537
President/Vice President,,Mitt Romney,Republican,county,Webster,,8469
President/Vice President,,Total,,county,Winnebago,,5954
President/Vice President,,Over Votes,,county,Winnebago,,7
President/Vice President,,Under Votes,,county,Winnebago,,29
President/Vice President,,Write-In,,county,Winnebago,,23
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Winnebago,,5
President/Vice President,,James Harris,Socialist Workers Party,county,Winnebago,,4
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Winnebago,,1
President/Vice President,,Gary Johnson,Libertarian,county,Winnebago,,37
President/Vice President,,Jill Stein,Iowa Green Party,county,Winnebago,,23
President/Vice President,,Virgil Goode,Constitution,county,Winnebago,,16
President/Vice President,,Barack Obama,Democratic,county,Winnebago,,2903
President/Vice President,,Mitt Romney,Republican,county,Winnebago,,2906
President/Vice President,,Total,,county,Winneshiek,,11158
President/Vice President,,Over Votes,,county,Winneshiek,,22
President/Vice President,,Under Votes,,county,Winneshiek,,52
President/Vice President,,Write-In,,county,Winneshiek,,52
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Winneshiek,,4
President/Vice President,,James Harris,Socialist Workers Party,county,Winneshiek,,4
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Winneshiek,,1
President/Vice President,,Gary Johnson,Libertarian,county,Winneshiek,,87
President/Vice President,,Jill Stein,Iowa Green Party,county,Winneshiek,,40
President/Vice President,,Virgil Goode,Constitution,county,Winneshiek,,18
President/Vice President,,Barack Obama,Democratic,county,Winneshiek,,6256
President/Vice President,,Mitt Romney,Republican,county,Winneshiek,,4622
President/Vice President,,Total,,county,Worth,,4201
President/Vice President,,Over Votes,,county,Worth,,1
President/Vice President,,Under Votes,,county,Worth,,28
President/Vice President,,Write-In,,county,Worth,,21
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Worth,,4
President/Vice President,,James Harris,Socialist Workers Party,county,Worth,,5
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Worth,,1
President/Vice President,,Gary Johnson,Libertarian,county,Worth,,28
President/Vice President,,Jill Stein,Iowa Green Party,county,Worth,,7
President/Vice President,,Virgil Goode,Constitution,county,Worth,,12
President/Vice President,,Barack Obama,Democratic,county,Worth,,2350
President/Vice President,,Mitt Romney,Republican,county,Worth,,1744
President/Vice President,,Total,,county,Wright,,6305
President/Vice President,,Over Votes,,county,Wright,,11
President/Vice President,,Under Votes,,county,Wright,,16
President/Vice President,,Write-In,,county,Wright,,22
President/Vice President,,Jerry Litzel,Nominated by Petition,county,Wright,,9
President/Vice President,,James Harris,Socialist Workers Party,county,Wright,,0
President/Vice President,,Gloria LaRiva,Party for Socialism and Liberation,county,Wright,,1
President/Vice President,,Gary Johnson,Libertarian,county,Wright,,37
President/Vice President,,Jill Stein,Iowa Green Party,county,Wright,,14
President/Vice President,,Virgil Goode,Constitution,county,Wright,,10
President/Vice President,,Barack Obama,Democratic,county,Wright,,2836
President/Vice President,,Mitt Romney,Republican,county,Wright,,3349
