county,precinct,office,district,party,candidate,absentee,polling,votes,check
Delaware,Manchester Ward 1,Governor,,Dem,Jack Hatch,1,20,21,TRUE
Delaware,Manchester Ward 2,Governor,,Dem,Jack Hatch,14,16,30,TRUE
Delaware,Manchester Ward 3,Governor,,Dem,Jack Hatch,10,19,29,TRUE
Delaware,Milo/Prairie,Governor,,Dem,Jack Hatch,5,23,28,TRUE
Delaware,Oneida/N Fork/Bremen,Governor,,Dem,Jack Hatch,5,15,20,TRUE
Delaware,Richland/Coffins Grove,Governor,,Dem,Jack Hatch,4,28,32,TRUE
Delaware,South Fork/Union,Governor,,Dem,Jack Hatch,2,11,13,TRUE
Delaware,Adams/Hazel Green,Governor,,Dem,Write-in,0,0,0,TRUE
Delaware,Colony,Governor,,Dem,Write-in,0,0,0,TRUE
Delaware,Delaware,Governor,,Dem,Write-in,0,0,0,TRUE
Delaware,Delhi/Delaware Corp,Governor,,Dem,Write-in,0,0,0,TRUE
Delaware,Honey Creek/Elk,Governor,,Dem,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 1,Governor,,Dem,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 2,Governor,,Dem,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 3,Governor,,Dem,Write-in,0,0,0,TRUE
Delaware,Milo/Prairie,Governor,,Dem,Write-in,0,0,0,TRUE
Delaware,Oneida/N Fork/Bremen,Governor,,Dem,Write-in,0,0,0,TRUE
Delaware,Richland/Coffins Grove,Governor,,Dem,Write-in,0,0,0,TRUE
Delaware,South Fork/Union,Governor,,Dem,Write-in,0,1,1,TRUE
Delaware,Adams/Hazel Green,Secretary of State,,Rep,Paul D. Pate,0,39,39,TRUE
Delaware,Colony,Secretary of State,,Rep,Paul D. Pate,1,32,33,TRUE
Delaware,Delaware,Secretary of State,,Rep,Paul D. Pate,4,48,52,TRUE
Delaware,Delhi/Delaware Corp,Secretary of State,,Rep,Paul D. Pate,13,53,66,TRUE
Delaware,Honey Creek/Elk,Secretary of State,,Rep,Paul D. Pate,3,36,39,TRUE
Delaware,Manchester Ward 1,Secretary of State,,Rep,Paul D. Pate,7,30,37,TRUE
Delaware,Manchester Ward 2,Secretary of State,,Rep,Paul D. Pate,13,74,87,TRUE
Delaware,Manchester Ward 3,Secretary of State,,Rep,Paul D. Pate,7,57,64,TRUE
Delaware,Milo/Prairie,Secretary of State,,Rep,Paul D. Pate,4,85,89,TRUE
Delaware,Oneida/N Fork/Bremen,Secretary of State,,Rep,Paul D. Pate,0,59,59,TRUE
Delaware,Richland/Coffins Grove,Secretary of State,,Rep,Paul D. Pate,2,38,40,TRUE
Delaware,South Fork/Union,Secretary of State,,Rep,Paul D. Pate,4,36,40,TRUE
Delaware,Adams/Hazel Green,Secretary of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Colony,Secretary of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Delaware,Secretary of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Delhi/Delaware Corp,Secretary of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Honey Creek/Elk,Secretary of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 1,Secretary of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 2,Secretary of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 3,Secretary of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Milo/Prairie,Secretary of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Oneida/N Fork/Bremen,Secretary of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Richland/Coffins Grove,Secretary of State,,Rep,Write-in,0,0,0,TRUE
Delaware,South Fork/Union,Secretary of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Adams/Hazel Green,Secretary of State,,Dem,Brad Anderson,0,13,13,TRUE
Delaware,Colony,Secretary of State,,Dem,Brad Anderson,0,11,11,TRUE
Delaware,Delaware,Secretary of State,,Dem,Brad Anderson,1,1,2,TRUE
Delaware,Delhi/Delaware Corp,Secretary of State,,Dem,Brad Anderson,15,7,22,TRUE
Delaware,Honey Creek/Elk,Secretary of State,,Dem,Brad Anderson,5,15,20,TRUE
Delaware,Manchester Ward 1,Secretary of State,,Dem,Brad Anderson,1,20,21,TRUE
Delaware,Manchester Ward 2,Secretary of State,,Dem,Brad Anderson,15,15,30,TRUE
Delaware,Manchester Ward 3,Secretary of State,,Dem,Brad Anderson,10,18,28,TRUE
Delaware,Milo/Prairie,Secretary of State,,Dem,Brad Anderson,5,22,27,TRUE
Delaware,Oneida/N Fork/Bremen,Secretary of State,,Dem,Brad Anderson,5,15,20,TRUE
Delaware,Richland/Coffins Grove,Secretary of State,,Dem,Brad Anderson,4,26,30,TRUE
Delaware,South Fork/Union,Secretary of State,,Dem,Brad Anderson,2,13,15,TRUE
Delaware,Adams/Hazel Green,Secretary of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Colony,Secretary of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Delaware,Secretary of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Delhi/Delaware Corp,Secretary of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Honey Creek/Elk,Secretary of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 1,Secretary of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 2,Secretary of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 3,Secretary of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Milo/Prairie,Secretary of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Oneida/N Fork/Bremen,Secretary of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Richland/Coffins Grove,Secretary of State,,Dem,Write-in,0,0,0,TRUE
Delaware,South Fork/Union,Secretary of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Adams/Hazel Green,Auditor of State,,Rep,Mary Mosiman,0,32,32,TRUE
Delaware,Colony,Auditor of State,,Rep,Mary Mosiman,1,27,28,TRUE
Delaware,Delaware,Auditor of State,,Rep,Mary Mosiman,4,44,48,TRUE
Delaware,Delhi/Delaware Corp,Auditor of State,,Rep,Mary Mosiman,12,50,62,TRUE
Delaware,Honey Creek/Elk,Auditor of State,,Rep,Mary Mosiman,3,32,35,TRUE
Delaware,Manchester Ward 1,Auditor of State,,Rep,Mary Mosiman,7,28,35,TRUE
Delaware,Manchester Ward 2,Auditor of State,,Rep,Mary Mosiman,12,65,77,TRUE
Delaware,Manchester Ward 3,Auditor of State,,Rep,Mary Mosiman,7,48,55,TRUE
Delaware,Milo/Prairie,Auditor of State,,Rep,Mary Mosiman,3,76,79,TRUE
Delaware,Oneida/N Fork/Bremen,Auditor of State,,Rep,Mary Mosiman,0,58,58,TRUE
Delaware,Richland/Coffins Grove,Auditor of State,,Rep,Mary Mosiman,2,36,38,TRUE
Delaware,South Fork/Union,Auditor of State,,Rep,Mary Mosiman,4,36,40,TRUE
Delaware,Adams/Hazel Green,Auditor of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Colony,Auditor of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Delaware,Auditor of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Delhi/Delaware Corp,Auditor of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Honey Creek/Elk,Auditor of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 1,Auditor of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 2,Auditor of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 3,Auditor of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Milo/Prairie,Auditor of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Oneida/N Fork/Bremen,Auditor of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Richland/Coffins Grove,Auditor of State,,Rep,Write-in,0,0,0,TRUE
Delaware,South Fork/Union,Auditor of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Adams/Hazel Green,Auditor of State,,Dem,Jonathan Neiderbach,0,11,11,TRUE
Delaware,Colony,Auditor of State,,Dem,Jonathan Neiderbach,0,9,9,TRUE
Delaware,Delaware,Auditor of State,,Dem,Jonathan Neiderbach,1,1,2,TRUE
Delaware,Delhi/Delaware Corp,Auditor of State,,Dem,Jonathan Neiderbach,14,7,21,TRUE
Delaware,Honey Creek/Elk,Auditor of State,,Dem,Jonathan Neiderbach,5,15,20,TRUE
Delaware,Manchester Ward 1,Auditor of State,,Dem,Jonathan Neiderbach,1,20,21,TRUE
Delaware,Manchester Ward 2,Auditor of State,,Dem,Jonathan Neiderbach,15,15,30,TRUE
Delaware,Manchester Ward 3,Auditor of State,,Dem,Jonathan Neiderbach,10,17,27,TRUE
Delaware,Milo/Prairie,Auditor of State,,Dem,Jonathan Neiderbach,5,23,28,TRUE
Delaware,Oneida/N Fork/Bremen,Auditor of State,,Dem,Jonathan Neiderbach,5,15,20,TRUE
Delaware,Richland/Coffins Grove,Auditor of State,,Dem,Jonathan Neiderbach,4,26,30,TRUE
Delaware,South Fork/Union,Auditor of State,,Dem,Jonathan Neiderbach,2,12,14,TRUE
Delaware,Adams/Hazel Green,Auditor of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Colony,Auditor of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Delaware,Auditor of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Delhi/Delaware Corp,Auditor of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Honey Creek/Elk,Auditor of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 1,Auditor of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 2,Auditor of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 3,Auditor of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Milo/Prairie,Auditor of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Oneida/N Fork/Bremen,Auditor of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Richland/Coffins Grove,Auditor of State,,Dem,Write-in,0,0,0,TRUE
Delaware,South Fork/Union,Auditor of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Adams/Hazel Green,Treasurer of State,,Rep,Write-in,0,2,2,TRUE
Delaware,Colony,Treasurer of State,,Rep,Write-in,0,1,1,TRUE
Delaware,Delaware,Treasurer of State,,Rep,Write-in,0,2,2,TRUE
Delaware,Delhi/Delaware Corp,Treasurer of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Honey Creek/Elk,Treasurer of State,,Rep,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 1,Treasurer of State,,Rep,Write-in,0,1,1,TRUE
Delaware,Manchester Ward 2,Treasurer of State,,Rep,Write-in,0,3,3,TRUE
Delaware,Manchester Ward 3,Treasurer of State,,Rep,Write-in,0,2,2,TRUE
Delaware,Milo/Prairie,Treasurer of State,,Rep,Write-in,0,5,5,TRUE
Delaware,Oneida/N Fork/Bremen,Treasurer of State,,Rep,Write-in,0,2,2,TRUE
Delaware,Richland/Coffins Grove,Treasurer of State,,Rep,Write-in,0,2,2,TRUE
Delaware,South Fork/Union,Treasurer of State,,Rep,Write-in,0,1,1,TRUE
Delaware,Adams/Hazel Green,Treasurer of State,,Dem,Michael L. Fitzgerald,0,14,14,TRUE
Delaware,Colony,Treasurer of State,,Dem,Michael L. Fitzgerald,0,13,13,TRUE
Delaware,Delaware,Treasurer of State,,Dem,Michael L. Fitzgerald,1,2,3,TRUE
Delaware,Delhi/Delaware Corp,Treasurer of State,,Dem,Michael L. Fitzgerald,14,6,20,TRUE
Delaware,Honey Creek/Elk,Treasurer of State,,Dem,Michael L. Fitzgerald,5,15,20,TRUE
Delaware,Manchester Ward 1,Treasurer of State,,Dem,Michael L. Fitzgerald,1,20,21,TRUE
Delaware,Manchester Ward 2,Treasurer of State,,Dem,Michael L. Fitzgerald,15,16,31,TRUE
Delaware,Manchester Ward 3,Treasurer of State,,Dem,Michael L. Fitzgerald,9,19,28,TRUE
Delaware,Milo/Prairie,Treasurer of State,,Dem,Michael L. Fitzgerald,5,24,29,TRUE
Delaware,Oneida/N Fork/Bremen,Treasurer of State,,Dem,Michael L. Fitzgerald,5,16,21,TRUE
Delaware,Richland/Coffins Grove,Treasurer of State,,Dem,Michael L. Fitzgerald,4,27,31,TRUE
Delaware,South Fork/Union,Treasurer of State,,Dem,Michael L. Fitzgerald,2,13,15,TRUE
Delaware,Adams/Hazel Green,Treasurer of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Colony,Treasurer of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Delaware,Treasurer of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Delhi/Delaware Corp,Treasurer of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Honey Creek/Elk,Treasurer of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 1,Treasurer of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 2,Treasurer of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 3,Treasurer of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Milo/Prairie,Treasurer of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Oneida/N Fork/Bremen,Treasurer of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Richland/Coffins Grove,Treasurer of State,,Dem,Write-in,0,0,0,TRUE
Delaware,South Fork/Union,Treasurer of State,,Dem,Write-in,0,0,0,TRUE
Delaware,Adams/Hazel Green,Secretary of Agriculture,,Rep,Bill Northey,0,41,41,TRUE
Delaware,Colony,Secretary of Agriculture,,Rep,Bill Northey,1,35,36,TRUE
Delaware,Delaware,Secretary of Agriculture,,Rep,Bill Northey,3,45,48,TRUE
Delaware,Delhi/Delaware Corp,Secretary of Agriculture,,Rep,Bill Northey,13,51,64,TRUE
Delaware,Honey Creek/Elk,Secretary of Agriculture,,Rep,Bill Northey,3,37,40,TRUE
Delaware,Manchester Ward 1,Secretary of Agriculture,,Rep,Bill Northey,8,30,38,TRUE
Delaware,Manchester Ward 2,Secretary of Agriculture,,Rep,Bill Northey,12,73,85,TRUE
Delaware,Manchester Ward 3,Secretary of Agriculture,,Rep,Bill Northey,7,52,59,TRUE
Delaware,Milo/Prairie,Secretary of Agriculture,,Rep,Bill Northey,5,80,85,TRUE
Delaware,Oneida/N Fork/Bremen,Secretary of Agriculture,,Rep,Bill Northey,1,60,61,TRUE
Delaware,Richland/Coffins Grove,Secretary of Agriculture,,Rep,Bill Northey,2,41,43,TRUE
Delaware,South Fork/Union,Secretary of Agriculture,,Rep,Bill Northey,4,33,37,TRUE
Delaware,Adams/Hazel Green,Secretary of Agriculture,,Rep,Write-in,0,0,0,TRUE
Delaware,Colony,Secretary of Agriculture,,Rep,Write-in,0,0,0,TRUE
Delaware,Delaware,Secretary of Agriculture,,Rep,Write-in,0,1,1,TRUE
Delaware,Delhi/Delaware Corp,Secretary of Agriculture,,Rep,Write-in,0,0,0,TRUE
Delaware,Honey Creek/Elk,Secretary of Agriculture,,Rep,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 1,Secretary of Agriculture,,Rep,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 2,Secretary of Agriculture,,Rep,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 3,Secretary of Agriculture,,Rep,Write-in,0,0,0,TRUE
Delaware,Milo/Prairie,Secretary of Agriculture,,Rep,Write-in,0,0,0,TRUE
Delaware,Oneida/N Fork/Bremen,Secretary of Agriculture,,Rep,Write-in,0,0,0,TRUE
Delaware,Richland/Coffins Grove,Secretary of Agriculture,,Rep,Write-in,0,0,0,TRUE
Delaware,South Fork/Union,Secretary of Agriculture,,Rep,Write-in,0,0,0,TRUE
Delaware,Adams/Hazel Green,Secretary of Agriculture,,Dem,Sherrie Taha,0,10,10,TRUE
Delaware,Colony,Secretary of Agriculture,,Dem,Sherrie Taha,0,10,10,TRUE
Delaware,Delaware,Secretary of Agriculture,,Dem,Sherrie Taha,1,1,2,TRUE
Delaware,Delhi/Delaware Corp,Secretary of Agriculture,,Dem,Sherrie Taha,14,5,19,TRUE
Delaware,Honey Creek/Elk,Secretary of Agriculture,,Dem,Sherrie Taha,5,14,19,TRUE
Delaware,Manchester Ward 1,Secretary of Agriculture,,Dem,Sherrie Taha,1,19,20,TRUE
Delaware,Manchester Ward 2,Secretary of Agriculture,,Dem,Sherrie Taha,14,15,29,TRUE
Delaware,Manchester Ward 3,Secretary of Agriculture,,Dem,Sherrie Taha,9,16,25,TRUE
Delaware,Milo/Prairie,Secretary of Agriculture,,Dem,Sherrie Taha,5,21,26,TRUE
Delaware,Oneida/N Fork/Bremen,Secretary of Agriculture,,Dem,Sherrie Taha,5,14,19,TRUE
Delaware,Richland/Coffins Grove,Secretary of Agriculture,,Dem,Sherrie Taha,4,25,29,TRUE
Delaware,South Fork/Union,Secretary of Agriculture,,Dem,Sherrie Taha,2,12,14,TRUE
Delaware,Adams/Hazel Green,Secretary of Agriculture,,Dem,Write-in,0,0,0,TRUE
Delaware,Colony,Secretary of Agriculture,,Dem,Write-in,0,0,0,TRUE
Delaware,Delaware,Secretary of Agriculture,,Dem,Write-in,0,0,0,TRUE
Delaware,Delhi/Delaware Corp,Secretary of Agriculture,,Dem,Write-in,0,0,0,TRUE
Delaware,Honey Creek/Elk,Secretary of Agriculture,,Dem,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 1,Secretary of Agriculture,,Dem,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 2,Secretary of Agriculture,,Dem,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 3,Secretary of Agriculture,,Dem,Write-in,0,0,0,TRUE
Delaware,Milo/Prairie,Secretary of Agriculture,,Dem,Write-in,0,0,0,TRUE
Delaware,Oneida/N Fork/Bremen,Secretary of Agriculture,,Dem,Write-in,0,0,0,TRUE
Delaware,Richland/Coffins Grove,Secretary of Agriculture,,Dem,Write-in,0,0,0,TRUE
Delaware,South Fork/Union,Secretary of Agriculture,,Dem,Write-in,0,0,0,TRUE
Delaware,Adams/Hazel Green,Attorney General,,Rep,Write-in,0,0,0,TRUE
Delaware,Colony,Attorney General,,Rep,Write-in,0,0,0,TRUE
Delaware,Delaware,Attorney General,,Rep,Write-in,0,1,1,TRUE
Delaware,Delhi/Delaware Corp,Attorney General,,Rep,Write-in,0,0,0,TRUE
Delaware,Honey Creek/Elk,Attorney General,,Rep,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 1,Attorney General,,Rep,Write-in,0,2,2,TRUE
Delaware,Manchester Ward 2,Attorney General,,Rep,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 3,Attorney General,,Rep,Write-in,0,1,1,TRUE
Delaware,Milo/Prairie,Attorney General,,Rep,Write-in,0,3,3,TRUE
Delaware,Oneida/N Fork/Bremen,Attorney General,,Rep,Write-in,0,1,1,TRUE
Delaware,Richland/Coffins Grove,Attorney General,,Rep,Write-in,0,0,0,TRUE
Delaware,South Fork/Union,Attorney General,,Rep,Write-in,0,2,2,TRUE
Delaware,Adams/Hazel Green,Attorney General,,Dem,Tom Miller,0,12,12,TRUE
Delaware,Colony,Attorney General,,Dem,Tom Miller,0,13,13,TRUE
Delaware,Delaware,Attorney General,,Dem,Tom Miller,1,2,3,TRUE
Delaware,Delhi/Delaware Corp,Attorney General,,Dem,Tom Miller,14,5,19,TRUE
Delaware,Honey Creek/Elk,Attorney General,,Dem,Tom Miller,5,16,21,TRUE
Delaware,Manchester Ward 1,Attorney General,,Dem,Tom Miller,1,20,21,TRUE
Delaware,Manchester Ward 2,Attorney General,,Dem,Tom Miller,15,17,32,TRUE
Delaware,Manchester Ward 3,Attorney General,,Dem,Tom Miller,10,20,30,TRUE
Delaware,Milo/Prairie,Attorney General,,Dem,Tom Miller,5,24,29,TRUE
Delaware,Oneida/N Fork/Bremen,Attorney General,,Dem,Tom Miller,5,16,21,TRUE
Delaware,Richland/Coffins Grove,Attorney General,,Dem,Tom Miller,4,26,30,TRUE
Delaware,South Fork/Union,Attorney General,,Dem,Tom Miller,2,14,16,TRUE
Delaware,Adams/Hazel Green,Attorney General,,Dem,Write-in,0,0,0,TRUE
Delaware,Colony,Attorney General,,Dem,Write-in,0,0,0,TRUE
Delaware,Delaware,Attorney General,,Dem,Write-in,0,0,0,TRUE
Delaware,Delhi/Delaware Corp,Attorney General,,Dem,Write-in,0,0,0,TRUE
Delaware,Honey Creek/Elk,Attorney General,,Dem,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 1,Attorney General,,Dem,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 2,Attorney General,,Dem,Write-in,0,0,0,TRUE
Delaware,Manchester Ward 3,Attorney General,,Dem,Write-in,0,0,0,TRUE
Delaware,Milo/Prairie,Attorney General,,Dem,Write-in,0,0,0,TRUE
Delaware,Oneida/N Fork/Bremen,Attorney General,,Dem,Write-in,0,0,0,TRUE
Delaware,Richland/Coffins Grove,Attorney General,,Dem,Write-in,0,0,0,TRUE
Delaware,South Fork/Union,Attorney General,,Dem,Write-in,0,0,0,TRUE