county,precinct,office,district,party,candidate,votes,av_counting_board,election_day
Bremer,City of Denver-Jefferson Twp,U.S. House,1,REP,Rod Blum,54,0,54
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,U.S. House,1,REP,Rod Blum,14,0,14
Bremer,City of Janesville-Jackson Twp,U.S. House,1,REP,Rod Blum,28,0,28
Bremer,Lafayette Twp-Warren Twp,U.S. House,1,REP,Rod Blum,16,0,16
Bremer,City of Plainfield-Polk Twp-Douglas Twp,U.S. House,1,REP,Rod Blum,27,0,27
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,U.S. House,1,REP,Rod Blum,41,0,41
Bremer,City of Sumner-Sumner Twp-Dayton Twp,U.S. House,1,REP,Rod Blum,74,0,74
Bremer,City of Tripoli-Fremont Twp,U.S. House,1,REP,Rod Blum,34,0,34
Bremer,Waverly Ward I-East Washington Twp,U.S. House,1,REP,Rod Blum,54,0,54
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,U.S. House,1,REP,Rod Blum,42,0,42
Bremer,Waverly Ward III,U.S. House,1,REP,Rod Blum,14,0,14
Bremer,Waverly Ward IV,U.S. House,1,REP,Rod Blum,36,0,36
Bremer,Waverly Ward V-West Washington Twp,U.S. House,1,REP,Rod Blum,73,0,73
Bremer,City of Denver-Jefferson Twp,U.S. House,1,,Write-in,0,0,0
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,U.S. House,1,,Write-in,0,0,0
Bremer,City of Janesville-Jackson Twp,U.S. House,1,,Write-in,0,0,0
Bremer,Lafayette Twp-Warren Twp,U.S. House,1,,Write-in,0,0,0
Bremer,City of Plainfield-Polk Twp-Douglas Twp,U.S. House,1,,Write-in,0,0,0
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,U.S. House,1,,Write-in,0,0,0
Bremer,City of Sumner-Sumner Twp-Dayton Twp,U.S. House,1,,Write-in,0,0,0
Bremer,City of Tripoli-Fremont Twp,U.S. House,1,,Write-in,0,0,0
Bremer,Waverly Ward I-East Washington Twp,U.S. House,1,,Write-in,0,0,0
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,U.S. House,1,,Write-in,0,0,0
Bremer,Waverly Ward III,U.S. House,1,,Write-in,0,0,0
Bremer,Waverly Ward IV,U.S. House,1,,Write-in,0,0,0
Bremer,Waverly Ward V-West Washington Twp,U.S. House,1,,Write-in,0,0,0
Bremer,City of Denver-Jefferson Twp,U.S. House,1,DEM,Abby Finkenauer,70,0,70
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,U.S. House,1,DEM,Abby Finkenauer,14,0,14
Bremer,City of Janesville-Jackson Twp,U.S. House,1,DEM,Abby Finkenauer,34,0,34
Bremer,Lafayette Twp-Warren Twp,U.S. House,1,DEM,Abby Finkenauer,25,0,25
Bremer,City of Plainfield-Polk Twp-Douglas Twp,U.S. House,1,DEM,Abby Finkenauer,15,0,15
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,U.S. House,1,DEM,Abby Finkenauer,21,0,21
Bremer,City of Sumner-Sumner Twp-Dayton Twp,U.S. House,1,DEM,Abby Finkenauer,50,0,50
Bremer,City of Tripoli-Fremont Twp,U.S. House,1,DEM,Abby Finkenauer,29,0,29
Bremer,Waverly Ward I-East Washington Twp,U.S. House,1,DEM,Abby Finkenauer,62,0,62
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,U.S. House,1,DEM,Abby Finkenauer,34,0,34
Bremer,Waverly Ward III,U.S. House,1,DEM,Abby Finkenauer,22,0,22
Bremer,Waverly Ward IV,U.S. House,1,DEM,Abby Finkenauer,58,0,58
Bremer,Waverly Ward V-West Washington Twp,U.S. House,1,DEM,Abby Finkenauer,62,0,62
Bremer,City of Denver-Jefferson Twp,U.S. House,1,DEM,Thomas Heckroth,55,0,55
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,U.S. House,1,DEM,Thomas Heckroth,11,0,11
Bremer,City of Janesville-Jackson Twp,U.S. House,1,DEM,Thomas Heckroth,31,0,31
Bremer,Lafayette Twp-Warren Twp,U.S. House,1,DEM,Thomas Heckroth,21,0,21
Bremer,City of Plainfield-Polk Twp-Douglas Twp,U.S. House,1,DEM,Thomas Heckroth,29,0,29
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,U.S. House,1,DEM,Thomas Heckroth,22,0,22
Bremer,City of Sumner-Sumner Twp-Dayton Twp,U.S. House,1,DEM,Thomas Heckroth,35,0,35
Bremer,City of Tripoli-Fremont Twp,U.S. House,1,DEM,Thomas Heckroth,30,0,30
Bremer,Waverly Ward I-East Washington Twp,U.S. House,1,DEM,Thomas Heckroth,109,0,109
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,U.S. House,1,DEM,Thomas Heckroth,87,0,87
Bremer,Waverly Ward III,U.S. House,1,DEM,Thomas Heckroth,22,0,22
Bremer,Waverly Ward IV,U.S. House,1,DEM,Thomas Heckroth,88,0,88
Bremer,Waverly Ward V-West Washington Twp,U.S. House,1,DEM,Thomas Heckroth,123,0,123
Bremer,City of Denver-Jefferson Twp,U.S. House,1,DEM,George Ramsey,9,0,9
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,U.S. House,1,DEM,George Ramsey,1,0,1
Bremer,City of Janesville-Jackson Twp,U.S. House,1,DEM,George Ramsey,1,0,1
Bremer,Lafayette Twp-Warren Twp,U.S. House,1,DEM,George Ramsey,0,0,0
Bremer,City of Plainfield-Polk Twp-Douglas Twp,U.S. House,1,DEM,George Ramsey,1,0,1
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,U.S. House,1,DEM,George Ramsey,1,0,1
Bremer,City of Sumner-Sumner Twp-Dayton Twp,U.S. House,1,DEM,George Ramsey,2,0,2
Bremer,City of Tripoli-Fremont Twp,U.S. House,1,DEM,George Ramsey,4,0,4
Bremer,Waverly Ward I-East Washington Twp,U.S. House,1,DEM,George Ramsey,4,0,4
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,U.S. House,1,DEM,George Ramsey,2,0,2
Bremer,Waverly Ward III,U.S. House,1,DEM,George Ramsey,1,0,1
Bremer,Waverly Ward IV,U.S. House,1,DEM,George Ramsey,1,0,1
Bremer,Waverly Ward V-West Washington Twp,U.S. House,1,DEM,George Ramsey,1,0,1
Bremer,City of Denver-Jefferson Twp,U.S. House,1,DEM,Courtney L. Rowe,7,0,7
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,U.S. House,1,DEM,Courtney L. Rowe,0,0,0
Bremer,City of Janesville-Jackson Twp,U.S. House,1,DEM,Courtney L. Rowe,1,0,1
Bremer,Lafayette Twp-Warren Twp,U.S. House,1,DEM,Courtney L. Rowe,1,0,1
Bremer,City of Plainfield-Polk Twp-Douglas Twp,U.S. House,1,DEM,Courtney L. Rowe,3,0,3
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,U.S. House,1,DEM,Courtney L. Rowe,0,0,0
Bremer,City of Sumner-Sumner Twp-Dayton Twp,U.S. House,1,DEM,Courtney L. Rowe,2,0,2
Bremer,City of Tripoli-Fremont Twp,U.S. House,1,DEM,Courtney L. Rowe,3,0,3
Bremer,Waverly Ward I-East Washington Twp,U.S. House,1,DEM,Courtney L. Rowe,1,0,1
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,U.S. House,1,DEM,Courtney L. Rowe,5,0,5
Bremer,Waverly Ward III,U.S. House,1,DEM,Courtney L. Rowe,3,0,3
Bremer,Waverly Ward IV,U.S. House,1,DEM,Courtney L. Rowe,8,0,8
Bremer,Waverly Ward V-West Washington Twp,U.S. House,1,DEM,Courtney L. Rowe,3,0,3
Bremer,City of Denver-Jefferson Twp,Governor,,REP,Kim Reynolds,54,0,54
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,Governor,,REP,Kim Reynolds,14,0,14
Bremer,City of Janesville-Jackson Twp,Governor,,REP,Kim Reynolds,27,0,27
Bremer,Lafayette Twp-Warren Twp,Governor,,REP,Kim Reynolds,19,0,19
Bremer,City of Plainfield-Polk Twp-Douglas Twp,Governor,,REP,Kim Reynolds,27,0,27
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,Governor,,REP,Kim Reynolds,41,0,41
Bremer,City of Sumner-Sumner Twp-Dayton Twp,Governor,,REP,Kim Reynolds,73,0,73
Bremer,City of Tripoli-Fremont Twp,Governor,,REP,Kim Reynolds,34,0,34
Bremer,Waverly Ward I-East Washington Twp,Governor,,REP,Kim Reynolds,54,0,54
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,Governor,,REP,Kim Reynolds,40,0,40
Bremer,Waverly Ward III,Governor,,REP,Kim Reynolds,15,0,15
Bremer,Waverly Ward IV,Governor,,REP,Kim Reynolds,37,0,37
Bremer,Waverly Ward V-West Washington Twp,Governor,,REP,Kim Reynolds,76,0,76
Bremer,City of Denver-Jefferson Twp,Governor,,,Write-in,0,0,0
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,Governor,,,Write-in,0,0,0
Bremer,City of Janesville-Jackson Twp,Governor,,,Write-in,0,0,0
Bremer,Lafayette Twp-Warren Twp,Governor,,,Write-in,0,0,0
Bremer,City of Plainfield-Polk Twp-Douglas Twp,Governor,,,Write-in,0,0,0
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,Governor,,,Write-in,0,0,0
Bremer,City of Sumner-Sumner Twp-Dayton Twp,Governor,,,Write-in,1,0,1
Bremer,City of Tripoli-Fremont Twp,Governor,,,Write-in,0,0,0
Bremer,Waverly Ward I-East Washington Twp,Governor,,,Write-in,0,0,0
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,Governor,,,Write-in,0,0,0
Bremer,Waverly Ward III,Governor,,,Write-in,0,0,0
Bremer,Waverly Ward IV,Governor,,,Write-in,0,0,0
Bremer,Waverly Ward V-West Washington Twp,Governor,,,Write-in,0,0,0
Bremer,City of Denver-Jefferson Twp,Governor,,DEM,Nate Boulton,6,0,6
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,Governor,,DEM,Nate Boulton,0,0,0
Bremer,City of Janesville-Jackson Twp,Governor,,DEM,Nate Boulton,5,0,5
Bremer,Lafayette Twp-Warren Twp,Governor,,DEM,Nate Boulton,5,0,5
Bremer,City of Plainfield-Polk Twp-Douglas Twp,Governor,,DEM,Nate Boulton,1,0,1
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,Governor,,DEM,Nate Boulton,1,0,1
Bremer,City of Sumner-Sumner Twp-Dayton Twp,Governor,,DEM,Nate Boulton,6,0,6
Bremer,City of Tripoli-Fremont Twp,Governor,,DEM,Nate Boulton,3,0,3
Bremer,Waverly Ward I-East Washington Twp,Governor,,DEM,Nate Boulton,3,0,3
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,Governor,,DEM,Nate Boulton,4,0,4
Bremer,Waverly Ward III,Governor,,DEM,Nate Boulton,0,0,0
Bremer,Waverly Ward IV,Governor,,DEM,Nate Boulton,6,0,6
Bremer,Waverly Ward V-West Washington Twp,Governor,,DEM,Nate Boulton,10,0,10
Bremer,City of Denver-Jefferson Twp,Governor,,DEM,Cathy Glasson,26,0,26
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,Governor,,DEM,Cathy Glasson,2,0,2
Bremer,City of Janesville-Jackson Twp,Governor,,DEM,Cathy Glasson,9,0,9
Bremer,Lafayette Twp-Warren Twp,Governor,,DEM,Cathy Glasson,5,0,5
Bremer,City of Plainfield-Polk Twp-Douglas Twp,Governor,,DEM,Cathy Glasson,8,0,8
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,Governor,,DEM,Cathy Glasson,3,0,3
Bremer,City of Sumner-Sumner Twp-Dayton Twp,Governor,,DEM,Cathy Glasson,16,0,16
Bremer,City of Tripoli-Fremont Twp,Governor,,DEM,Cathy Glasson,17,0,17
Bremer,Waverly Ward I-East Washington Twp,Governor,,DEM,Cathy Glasson,21,0,21
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,Governor,,DEM,Cathy Glasson,20,0,20
Bremer,Waverly Ward III,Governor,,DEM,Cathy Glasson,11,0,11
Bremer,Waverly Ward IV,Governor,,DEM,Cathy Glasson,35,0,35
Bremer,Waverly Ward V-West Washington Twp,Governor,,DEM,Cathy Glasson,22,0,22
Bremer,City of Denver-Jefferson Twp,Governor,,DEM,Fred Hubbell,84,0,84
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,Governor,,DEM,Fred Hubbell,17,0,17
Bremer,City of Janesville-Jackson Twp,Governor,,DEM,Fred Hubbell,34,0,34
Bremer,Lafayette Twp-Warren Twp,Governor,,DEM,Fred Hubbell,28,0,28
Bremer,City of Plainfield-Polk Twp-Douglas Twp,Governor,,DEM,Fred Hubbell,35,0,35
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,Governor,,DEM,Fred Hubbell,33,0,33
Bremer,City of Sumner-Sumner Twp-Dayton Twp,Governor,,DEM,Fred Hubbell,55,0,55
Bremer,City of Tripoli-Fremont Twp,Governor,,DEM,Fred Hubbell,44,0,44
Bremer,Waverly Ward I-East Washington Twp,Governor,,DEM,Fred Hubbell,109,0,109
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,Governor,,DEM,Fred Hubbell,81,0,81
Bremer,Waverly Ward III,Governor,,DEM,Fred Hubbell,30,0,30
Bremer,Waverly Ward IV,Governor,,DEM,Fred Hubbell,98,0,98
Bremer,Waverly Ward V-West Washington Twp,Governor,,DEM,Fred Hubbell,134,0,134
Bremer,City of Denver-Jefferson Twp,Governor,,DEM,Andrea Andy McGuire,6,0,6
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,Governor,,DEM,Andrea Andy McGuire,1,0,1
Bremer,City of Janesville-Jackson Twp,Governor,,DEM,Andrea Andy McGuire,6,0,6
Bremer,Lafayette Twp-Warren Twp,Governor,,DEM,Andrea Andy McGuire,1,0,1
Bremer,City of Plainfield-Polk Twp-Douglas Twp,Governor,,DEM,Andrea Andy McGuire,3,0,3
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,Governor,,DEM,Andrea Andy McGuire,2,0,2
Bremer,City of Sumner-Sumner Twp-Dayton Twp,Governor,,DEM,Andrea Andy McGuire,6,0,6
Bremer,City of Tripoli-Fremont Twp,Governor,,DEM,Andrea Andy McGuire,1,0,1
Bremer,Waverly Ward I-East Washington Twp,Governor,,DEM,Andrea Andy McGuire,8,0,8
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,Governor,,DEM,Andrea Andy McGuire,11,0,11
Bremer,Waverly Ward III,Governor,,DEM,Andrea Andy McGuire,2,0,2
Bremer,Waverly Ward IV,Governor,,DEM,Andrea Andy McGuire,5,0,5
Bremer,Waverly Ward V-West Washington Twp,Governor,,DEM,Andrea Andy McGuire,10,0,10
Bremer,City of Denver-Jefferson Twp,Governor,,DEM,John Norris,17,0,17
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,Governor,,DEM,John Norris,4,0,4
Bremer,City of Janesville-Jackson Twp,Governor,,DEM,John Norris,13,0,13
Bremer,Lafayette Twp-Warren Twp,Governor,,DEM,John Norris,8,0,8
Bremer,City of Plainfield-Polk Twp-Douglas Twp,Governor,,DEM,John Norris,1,0,1
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,Governor,,DEM,John Norris,5,0,5
Bremer,City of Sumner-Sumner Twp-Dayton Twp,Governor,,DEM,John Norris,6,0,6
Bremer,City of Tripoli-Fremont Twp,Governor,,DEM,John Norris,1,0,1
Bremer,Waverly Ward I-East Washington Twp,Governor,,DEM,John Norris,31,0,31
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,Governor,,DEM,John Norris,7,0,7
Bremer,Waverly Ward III,Governor,,DEM,John Norris,4,0,4
Bremer,Waverly Ward IV,Governor,,DEM,John Norris,10,0,10
Bremer,Waverly Ward V-West Washington Twp,Governor,,DEM,John Norris,11,0,11
Bremer,City of Denver-Jefferson Twp,Governor,,DEM,Ross Wilburn,4,0,4
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,Governor,,DEM,Ross Wilburn,1,0,1
Bremer,City of Janesville-Jackson Twp,Governor,,DEM,Ross Wilburn,0,0,0
Bremer,Lafayette Twp-Warren Twp,Governor,,DEM,Ross Wilburn,0,0,0
Bremer,City of Plainfield-Polk Twp-Douglas Twp,Governor,,DEM,Ross Wilburn,0,0,0
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,Governor,,DEM,Ross Wilburn,0,0,0
Bremer,City of Sumner-Sumner Twp-Dayton Twp,Governor,,DEM,Ross Wilburn,3,0,3
Bremer,City of Tripoli-Fremont Twp,Governor,,DEM,Ross Wilburn,0,0,0
Bremer,Waverly Ward I-East Washington Twp,Governor,,DEM,Ross Wilburn,0,0,0
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,Governor,,DEM,Ross Wilburn,4,0,4
Bremer,Waverly Ward III,Governor,,DEM,Ross Wilburn,2,0,2
Bremer,Waverly Ward IV,Governor,,DEM,Ross Wilburn,2,0,2
Bremer,Waverly Ward V-West Washington Twp,Governor,,DEM,Ross Wilburn,4,0,4
Bremer,City of Denver-Jefferson Twp,Governor,,LIB,Marco Battaglia,1,0,1
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,Governor,,LIB,Marco Battaglia,0,0,0
Bremer,City of Janesville-Jackson Twp,Governor,,LIB,Marco Battaglia,1,0,1
Bremer,Lafayette Twp-Warren Twp,Governor,,LIB,Marco Battaglia,0,0,0
Bremer,City of Plainfield-Polk Twp-Douglas Twp,Governor,,LIB,Marco Battaglia,0,0,0
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,Governor,,LIB,Marco Battaglia,0,0,0
Bremer,City of Sumner-Sumner Twp-Dayton Twp,Governor,,LIB,Marco Battaglia,0,0,0
Bremer,City of Tripoli-Fremont Twp,Governor,,LIB,Marco Battaglia,2,0,2
Bremer,Waverly Ward I-East Washington Twp,Governor,,LIB,Marco Battaglia,0,0,0
Bremer,Waverly Ward II-NE 1/4 Sec 36 Washington Twp,Governor,,LIB,Marco Battaglia,0,0,0
Bremer,Waverly Ward III,Governor,,LIB,Marco Battaglia,0,0,0
Bremer,Waverly Ward IV,Governor,,LIB,Marco Battaglia,2,0,2
Bremer,Waverly Ward V-West Washington Twp,Governor,,LIB,Marco Battaglia,0,0,0
Bremer,City of Denver-Jefferson Twp,Governor,,LIB,Jake Porter,1,0,1
Bremer,City of Frederika-Frederika Twp-LeRoy Twp,Governor,,LIB,Jake Porter,0,0,0
Bremer,City of Janesville-Jackson Twp,Governor,,LIB,Jake Porter,0,0,0
Bremer,Lafayette Twp-Warren Twp,Governor,,LIB,Jake Porter,0,0,0
Bremer,City of Plainfield-Polk Twp-Douglas Twp,Governor,,LIB,Jake Porter,2,0,2
Bremer,City of Readlyn-Maxfield Twp-Franklin Twp,Governor,,LIB,Jake Porter,0,0,0
Bremer,City of Sumner-Sumner Twp-Dayton Twp,Governor,,LIB,Jake Porter,0,0,0
Bremer,City of Tripoli-Fremont Twp,Governor,,LIB,Jake Porter,0,0,0
